pdb,chain,name,L,resolution,n_pairs,split
2a1v,A,2a1v_A,138,2.15,421,train
3ajc,A,3ajc_A,210,2.30,624,train
4u9v,B,4u9v_B,197,1.78,638,train
4yds,A,4yds_A,226,2.30,729,train
3dhn,A,3dhn_A,216,2.00,672,train
2pq7,A,2pq7_A,174,1.45,579,train
5c8q,B,5c8q_B,151,1.90,467,train
2nsl,A,2nsl_A,162,2.00,500,train
1b8k,A,1b8k_A,90,2.15,237,test
7sub,A,7sub_A,222,1.78,754,train
6win,A,6win_A,140,2.05,441,train
3ddy,A,3ddy_A,175,2.50,568,train
2gu9,A,2gu9_A,111,1.40,320,train
3a0j,A,3a0j_A,73,1.65,193,val
3rjz,A,3rjz_A,210,2.30,662,train
2dyt,A,2dyt_A,213,2.50,694,val
4krw,A,4krw_A,67,2.01,165,train
1ow1,A,1ow1_A,167,1.80,523,train
5yqi,A,5yqi_A,166,1.60,523,train
6ofp,A,6ofp_A,91,2.01,205,test
9lvu,A,9lvu_A,52,1.90,141,train
1vkb,A,1vkb_A,148,1.90,481,train
8kac,A,8kac_A,121,1.75,368,train
3ht1,A,3ht1_A,142,1.20,419,train
2v1l,A,2v1l_A,129,2.13,378,val
4jm1,A,4jm1_A,84,1.40,247,train
6hj5,A,6hj5_A,148,2.08,418,train
2yvp,A,2yvp_A,182,1.66,550,train
3e07,A,3e07_A,90,2.40,188,train
6u50,C,6u50_C,114,1.60,335,train
9lqd,A,9lqd_A,125,2.16,366,train
3ts9,A,3ts9_A,128,2.00,408,train
4mno,A,4mno_A,95,1.35,286,test
2xet,A,2xet_A,89,1.60,236,test
4h86,A,4h86_A,187,2.00,607,train
3azc,A,3azc_A,133,2.00,405,test
1t4w,A,1t4w_A,196,2.10,641,train
1ihk,A,1ihk_A,157,2.20,492,train
7s86,A,7s86_A,83,2.00,222,train
4mdw,A,4mdw_A,147,2.00,467,train
4xpk,A,4xpk_A,141,1.95,426,train
2opc,A,2opc_A,115,1.43,334,train
2pk4,A,2pk4_A,80,2.25,241,val
5zx8,A,5zx8_A,186,1.00,628,train
1kwa,A,1kwa_A,88,1.93,254,train
8pne,A,8pne_A,199,1.90,662,train
5go5,A,5go5_A,152,1.65,494,train
8z6n,A,8z6n_A,201,2.39,657,train
3llu,A,3llu_A,177,1.40,555,train
5bx1,A,5bx1_A,153,1.90,505,train
4pux,A,4pux_A,157,1.43,444,train
2z99,A,2z99_A,160,2.30,447,train
3knv,A,3knv_A,123,1.90,348,test
2g7l,A,2g7l_A,201,2.10,605,train
2ciu,A,2ciu_A,123,1.60,322,train
4qbk,A,4qbk_A,194,1.77,659,train
4hwx,A,4hwx_A,114,1.90,311,train
13jg,A,13jg_A,219,1.52,679,train
9i2a,A,9i2a_A,97,1.70,283,train
8jn0,A,8jn0_A,89,1.23,275,train
1z7c,A,1z7c_A,161,2.00,519,train
6lk3,A,6lk3_A,72,2.10,206,val
1z6n,A,1z6n_A,166,1.50,547,val
2e8c,A,2e8c_A,132,2.10,364,train
7eva,C,7eva_C,117,2.08,338,test
4hqf,A,4hqf_A,200,2.20,626,test
3hg9,A,3hg9_A,119,2.40,277,train
3erv,A,3erv_A,200,2.10,689,test
6vd8,A,6vd8_A,85,2.30,224,train
2oxo,A,2oxo_A,93,2.00,272,val
2f1w,A,2f1w_A,144,1.65,436,train
4ynx,A,4ynx_A,40,1.50,69,test
8ck2,A,8ck2_A,95,1.50,256,train
6kvn,A,6kvn_A,150,2.02,431,train
1ig5,A,1ig5_A,75,1.50,219,train
6ty2,A,6ty2_A,54,1.98,134,train
2qyc,A,2qyc_A,102,1.90,283,train
6ci2,A,6ci2_A,189,1.96,606,train
6xd8,A,6xd8_A,94,1.52,289,train
4qt3,A,4qt3_A,125,1.40,382,train
3p3d,A,3p3d_A,87,2.35,240,val
1wl8,A,1wl8_A,188,1.45,658,train
2xli,A,2xli_A,167,2.33,490,train
3dz8,A,3dz8_A,178,1.90,574,train
2xvs,A,2xvs_A,166,1.80,495,train
1o7z,A,1o7z_A,61,1.92,136,train
1bdo,A,1bdo_A,80,1.80,232,train
8tk4,A,8tk4_A,179,1.80,606,train
6vsx,A,6vsx_A,159,2.00,532,test
7d2a,A,7d2a_A,129,1.57,427,train
2cgq,A,2cgq_A,74,1.83,217,train
2poe,A,2poe_A,162,2.01,559,train
6nvp,A,6nvp_A,197,2.00,637,train
2ywj,A,2ywj_A,185,1.90,628,train
3ofw,A,3ofw_A,56,2.50,145,train
3cnu,A,3cnu_A,110,1.90,309,train
9l8e,A,9l8e_A,159,1.37,526,train
6evl,A,6evl_A,94,1.87,291,train
7uvg,A,7uvg_A,166,1.77,534,train
4d3r,A,4d3r_A,140,1.67,465,train
4axz,A,4axz_A,218,2.09,712,val
4gve,A,4gve_A,197,1.73,637,val
2is9,A,2is9_A,204,1.92,658,train
5for,A,5for_A,134,2.50,401,test
5dpm,A,5dpm_A,206,2.10,688,train
3i8z,A,3i8z_A,50,1.51,96,train
6cf1,A,6cf1_A,92,1.90,232,train
6tzn,A,6tzn_A,115,1.35,356,train
6v57,A,6v57_A,34,1.70,70,train
5ajs,A,5ajs_A,63,2.30,135,train
3esm,A,3esm_A,138,1.65,411,train
6b4a,A,6b4a_A,92,2.00,250,test
4gqm,A,4gqm_A,105,1.25,289,test
3pm7,A,3pm7_A,74,2.00,193,train
6v58,A,6v58_A,34,2.20,70,train
6v1c,A,6v1c_A,53,1.55,114,train
8ayi,A,8ayi_A,131,2.20,405,train
8q8b,A,8q8b_A,206,1.50,653,train
9irz,A,9irz_A,96,1.76,260,train
3osx,A,3osx_A,190,1.55,607,train
9i9g,A,9i9g_A,167,1.70,512,train
3rhb,A,3rhb_A,100,1.20,300,train
3nsu,A,3nsu_A,109,2.00,309,train
1shu,X,1shu_X,181,1.50,603,train
1z9w,A,1z9w_A,108,2.50,303,test
2p0b,A,2p0b_A,142,1.74,342,test
3vdl,A,3vdl_A,71,2.04,168,train
8pqm,A,8pqm_A,76,1.46,183,train
4mi0,A,4mi0_A,208,2.00,603,train
2g1u,A,2g1u_A,137,1.50,409,val
2a5j,A,2a5j_A,177,1.50,563,train
3gmu,B,3gmu_B,165,1.98,509,train
1klx,A,1klx_A,133,1.95,420,train
8ibh,A,8ibh_A,75,2.10,199,train
3p7j,A,3p7j_A,59,2.30,155,val
4ham,A,4ham_A,134,1.91,348,train
6nzx,A,6nzx_A,76,1.90,202,train
1o5l,A,1o5l_A,129,2.30,378,val
6o43,A,6o43_A,199,2.08,683,val
1i4j,A,1i4j_A,110,1.80,322,train
6aic,A,6aic_A,202,1.80,670,val
1vkw,A,1vkw_A,217,2.00,672,test
7bmu,A,7bmu_A,115,1.90,299,train
8ht3,A,8ht3_A,104,2.50,321,train
1dyn,A,1dyn_A,113,2.20,340,train
1ijr,A,1ijr_A,104,2.20,298,train
4f25,A,4f25_A,81,1.90,232,test
3mx1,A,3mx1_A,208,2.30,594,test
2fbi,A,2fbi_A,136,2.10,394,train
1r0q,A,1r0q_A,130,1.61,406,train
1x8y,A,1x8y_A,74,2.20,161,train
6to5,AAAA,6to5_AAAA,65,2.38,135,val
5nir,A,5nir_A,69,1.74,137,train
8c4d,A,8c4d_A,184,1.97,629,val
2ppx,A,2ppx_A,62,2.00,180,train
5ytp,A,5ytp_A,68,2.46,140,train
2iy2,A,2iy2_A,69,1.90,187,train
2i0m,A,2i0m_A,207,2.40,695,test
5hh1,A,5hh1_A,195,1.80,580,val
7yfj,A,7yfj_A,97,2.40,225,train
1s7l,A,1s7l_A,177,2.30,570,train
4djg,A,4djg_A,49,1.90,111,val
8gqq,A,8gqq_A,99,1.07,311,train
4up5,A,4up5_A,85,1.65,241,train
4uw9,A,4uw9_A,228,2.30,742,train
7c9j,A,7c9j_A,207,2.10,695,train
4npn,A,4npn_A,71,1.63,208,train
1z06,A,1z06_A,165,1.81,507,train
6ekb,A,6ekb_A,62,1.90,151,val
1ayf,A,1ayf_A,103,1.85,303,train
1z67,A,1z67_A,127,1.45,373,train
4l8p,A,4l8p_A,168,1.60,489,train
1a8l,A,1a8l_A,226,1.90,776,val
6aex,U,6aex_U,165,2.39,494,train
2oy3,A,2oy3_A,98,1.78,336,val
3p51,A,3p51_A,145,2.06,469,train
3or5,A,3or5_A,145,1.66,437,train
3md1,A,3md1_A,83,1.60,242,train
9qkx,A,9qkx_A,221,2.30,743,train
4ftw,A,4ftw_A,220,2.30,736,train
9jw8,A,9jw8_A,147,1.50,432,train
3hdp,A,3hdp_A,132,2.06,385,train
4hei,A,4hei_A,92,1.60,280,val
8ovq,A,8ovq_A,208,1.61,583,val
6avd,A,6avd_A,40,1.80,94,test
1j7g,A,1j7g_A,144,1.64,466,train
2pag,A,2pag_A,132,1.60,407,train
8vva,A,8vva_A,78,1.75,219,train
6q1m,A,6q1m_A,119,1.24,359,train
5www,A,5www_A,94,1.80,261,val
3br8,A,3br8_A,90,1.33,269,train
4he7,A,4he7_A,54,1.80,138,train
3rjp,A,3rjp_A,96,1.50,284,train
8f8n,A,8f8n_A,148,1.80,466,train
4e2u,A,4e2u_A,168,1.58,572,train
1h04,P,1h04_P,125,2.00,347,train
4i82,A,4i82_A,121,2.50,368,train
1wvr,A,1wvr_A,221,2.40,718,train
7c31,A,7c31_A,47,1.30,122,train
6ac0,A,6ac0_A,115,1.45,361,train
3i71,A,3i71_A,56,2.10,123,val
9j27,A,9j27_A,258,2.20,858,train
2iwo,A,2iwo_A,92,1.70,259,train
2qkt,A,2qkt_A,85,2.05,238,train
5ylg,A,5ylg_A,47,1.48,111,train
3adg,A,3adg_A,72,1.70,202,train
9lks,A,9lks_A,137,1.79,391,train
7okv,A,7okv_A,167,1.85,516,train
5dfk,A,5dfk_A,185,2.40,571,train
1y71,A,1y71_A,109,1.95,338,train
7d86,A,7d86_A,185,1.84,543,train
1kn3,A,1kn3_A,180,1.80,599,train
6yb1,A,6yb1_A,33,2.15,71,train
6eiz,A,6eiz_A,31,1.85,62,train
7nsx,AAA,7nsx_AAA,170,1.90,575,train
3p1x,A,3p1x_A,70,1.90,191,train
3pyc,A,3pyc_A,132,1.96,413,train
1wnz,A,1wnz_A,180,1.70,598,train
9w1v,A,9w1v_A,51,1.70,139,train
5duk,A,5duk_A,60,2.35,125,test
2oi8,A,2oi8_A,203,2.50,597,val
4mhl,A,4mhl_A,161,2.09,473,train
2x2t,A,2x2t_A,152,1.97,516,train
2ja4,A,2ja4_A,101,2.21,300,train
5xg2,A,5xg2_A,237,2.00,690,val
4bpy,A,4bpy_A,163,1.40,541,train
3jxo,A,3jxo_A,84,1.55,217,train
3nnr,A,3nnr_A,203,2.49,645,train
7te2,A,7te2_A,205,2.25,637,test
5ji9,A,5ji9_A,205,2.50,718,val
2xnr,A,2xnr_A,75,1.60,218,train
6cdw,A,6cdw_A,194,1.84,630,train
2h8e,A,2h8e_A,120,1.20,347,train
8whn,A,8whn_A,142,1.95,421,val
3h0x,A,3h0x_A,150,1.92,449,test
7xao,A,7xao_A,105,1.45,309,test
1oqj,A,1oqj_A,90,1.55,260,train
8wxs,A,8wxs_A,76,2.00,204,train
2qg1,A,2qg1_A,89,1.40,251,train
3a02,A,3a02_A,51,1.00,142,train
2nsz,A,2nsz_A,129,1.15,419,train
6bp6,A,6bp6_A,78,2.17,155,train
7ntn,A,7ntn_A,77,2.02,227,train
4bfg,A,4bfg_A,190,2.08,562,train
3l9a,X,3l9a_X,81,1.30,234,test
9w6x,A,9w6x_A,199,2.38,646,train
6lcm,C,6lcm_C,166,2.50,514,val
4uys,A,4uys_A,178,1.05,559,test
1onj,A,1onj_A,61,1.55,151,train
3ii2,A,3ii2_A,150,2.00,482,train
2fmb,A,2fmb_A,104,1.80,268,train
3uep,A,3uep_A,85,2.25,159,train
3h79,A,3h79_A,115,1.50,374,train
3i9x,A,3i9x_A,157,2.20,469,train
2ayd,A,2ayd_A,76,1.60,182,test
4wo1,A,4wo1_A,32,2.14,66,train
6trj,A,6trj_A,85,1.30,205,train
3klu,A,3klu_A,119,2.20,315,test
4pbd,A,4pbd_A,102,1.68,255,train
2czs,A,2czs_A,70,1.50,136,train
7fcj,A,7fcj_A,148,1.88,480,test
7jma,A,7jma_A,214,1.70,711,val
4c18,A,4c18_A,76,1.49,181,train
6lui,A,6lui_A,71,1.78,214,train
7r1l,A,7r1l_A,46,1.45,121,train
1i9t,A,1i9t_A,190,1.70,625,train
3d33,A,3d33_A,94,1.70,269,train
3en2,A,3en2_A,91,2.30,252,train
9d9v,A,9d9v_A,63,2.39,157,train
3vc8,A,3vc8_A,81,2.00,230,train
3ctr,A,3ctr_A,75,2.10,172,train
6pfl,A,6pfl_A,76,2.10,192,train
2hs5,A,2hs5_A,207,2.20,686,train
4fuv,A,4fuv_A,213,2.15,685,train
4xzx,A,4xzx_A,192,2.20,612,train
6tn7,B,6tn7_B,87,1.67,263,train
1ecd,A,1ecd_A,136,1.40,412,train
5a6p,A,5a6p_A,72,2.10,211,test
3pbj,C,3pbj_C,30,2.20,55,train
2qzq,A,2qzq_A,152,1.90,492,train
5y2w,A,5y2w_A,208,2.20,649,train
3kkg,A,3kkg_A,144,1.40,437,test
4iy0,A,4iy0_A,152,1.90,444,train
4f3s,A,4f3s_A,231,2.14,805,val
2hl9,A,2hl9_A,218,1.90,724,train
2xy1,A,2xy1_A,192,1.98,587,val
7ur7,A,7ur7_A,63,1.21,167,train
6avw,A,6avw_A,210,2.14,714,train
2g0y,A,2g0y_A,133,2.30,445,train
2uuz,A,2uuz_A,90,2.30,248,val
4bg7,A,4bg7_A,98,1.90,266,train
7yoa,A,7yoa_A,33,1.67,77,train
1su0,B,1su0_B,136,2.30,436,train
2xc2,A,2xc2_A,110,1.56,332,train
5eza,A,5eza_A,31,1.76,57,train
4a0e,A,4a0e_A,108,2.04,343,train
8k9o,A,8k9o_A,179,1.75,544,train
3k2a,A,3k2a_A,55,1.95,140,test
2vkp,A,2vkp_A,103,1.90,313,test
8yeq,A,8yeq_A,72,1.50,217,train
7qdk,A,7qdk_A,32,1.41,58,train
1fd3,A,1fd3_A,41,1.35,110,train
7eyp,A,7eyp_A,94,1.50,284,train
6akk,A,6akk_A,49,1.50,109,train
3lgj,A,3lgj_A,95,2.50,257,train
3ndq,A,3ndq_A,97,1.93,285,test
2qzt,A,2qzt_A,108,1.70,303,val
1kk9,A,1kk9_A,206,2.10,699,train
4xzf,A,4xzf_A,121,1.38,374,val
2yjm,A,2yjm_A,165,1.84,547,val
8hn2,A,8hn2_A,110,2.30,330,val
6l00,A,6l00_A,70,1.75,180,train
8i75,A,8i75_A,31,1.33,92,test
2hxp,A,2hxp_A,144,1.83,459,train
1lxj,A,1lxj_A,104,1.80,268,train
4hwm,A,4hwm_A,117,1.38,352,train
9ne1,A,9ne1_A,203,2.11,655,train
3fge,A,3fge_A,198,1.74,575,train
2b4a,A,2b4a_A,116,2.42,328,test
1m2a,A,1m2a_A,103,1.50,322,train
2xu2,A,2xu2_A,241,2.30,840,train
1r1t,A,1r1t_A,98,1.70,250,train
1lki,A,1lki_A,172,2.00,545,train
1rki,A,1rki_A,101,1.60,292,train
4dnn,A,4dnn_A,50,2.10,112,train
1fwv,A,1fwv_A,134,2.20,456,train
2g40,A,2g40_A,164,1.70,519,train
8p4y,A,8p4y_A,192,2.05,594,test
2pim,A,2pim_A,132,2.20,404,train
5m43,A,5m43_A,168,1.65,568,train
1aba,A,1aba_A,87,1.45,232,train
4ypc,A,4ypc_A,83,1.44,167,train
4e8b,A,4e8b_A,242,2.25,754,val
7o2y,AAA,7o2y_AAA,166,2.50,483,train
4nyr,A,4nyr_A,153,2.49,477,train
7kp2,A,7kp2_A,138,1.03,456,train
7d8q,A,7d8q_A,174,1.50,568,train
6xxz,A,6xxz_A,31,1.70,64,train
5klf,A,5klf_A,92,1.80,285,train
4me8,A,4me8_A,117,2.27,348,train
5jrt,A,5jrt_A,64,1.53,181,train
1sfe,A,1sfe_A,165,2.10,516,train
1yqb,A,1yqb_A,88,2.00,216,train
8p32,D,8p32_D,125,2.15,389,train
8xuf,C,8xuf_C,51,2.30,120,train
6igw,A,6igw_A,119,1.98,352,val
9u46,A,9u46_A,151,1.99,484,train
3zr8,X,3zr8_X,65,0.90,179,train
2hly,A,2hly_A,205,1.60,653,train
2or8,A,2or8_A,116,2.50,336,train
3frr,A,3frr_A,186,1.80,597,train
3mn2,A,3mn2_A,108,1.80,310,train
2if5,A,2if5_A,115,2.00,327,train
2q5z,A,2q5z_A,93,2.30,240,train
6wsm,A,6wsm_A,74,2.45,162,train
4pr7,A,4pr7_A,171,2.10,502,test
3oeb,A,3oeb_A,144,1.55,500,train
2amh,A,2amh_A,195,2.00,631,train
5izw,A,5izw_A,101,1.74,312,train
6kyx,A,6kyx_A,100,2.00,283,train
7dgx,A,7dgx_A,49,2.06,101,train
3gzi,A,3gzi_A,203,2.05,612,train
5h9c,A,5h9c_A,78,1.78,185,train
2fi0,A,2fi0_A,79,2.10,233,train
6yue,A,6yue_A,227,2.40,675,val
1zrn,A,1zrn_A,220,1.83,739,train
1w6x,A,1w6x_A,56,2.00,165,test
7p3u,A,7p3u_A,201,1.50,638,train
1pqe,A,1pqe_A,117,1.95,359,train
8gad,A,8gad_A,105,1.88,322,train
4mal,A,4mal_A,59,2.05,151,train
1hpi,A,1hpi_A,71,1.80,196,train
1t9f,A,1t9f_A,178,2.00,624,train
5j5k,A,5j5k_A,151,1.95,494,train
5cj8,A,5cj8_A,179,2.02,547,test
6ac5,A,6ac5_A,97,1.45,302,train
3en8,A,3en8_A,128,1.85,361,train
9z0m,A,9z0m_A,109,1.70,335,train
1wdf,A,1wdf_A,91,2.50,226,train
4mo0,A,4mo0_A,79,2.10,220,train
3e9g,A,3e9g_A,107,2.50,305,train
5ez8,A,5ez8_A,31,1.95,56,test
8r17,A,8r17_A,188,2.30,548,train
4wal,A,4wal_A,127,2.20,321,train
8iw5,A,8iw5_A,48,1.70,99,train
6e16,A,6e16_A,226,2.40,743,train
2ckx,A,2ckx_A,83,1.90,258,train
1gsq,A,1gsq_A,202,2.40,645,test
2bf0,X,2bf0_X,131,2.30,421,train
4px8,A,4px8_A,99,1.25,303,train
2fq3,A,2fq3_A,85,1.40,250,test
6ra0,A,6ra0_A,138,2.26,372,train
1juv,A,1juv_A,193,1.70,610,train
3efg,A,3efg_A,51,2.00,110,train
7qec,A,7qec_A,106,1.95,290,train
3p8d,A,3p8d_A,53,2.00,140,train
4rt5,A,4rt5_A,101,1.50,266,train
2o90,A,2o90_A,115,1.07,345,val
1e29,A,1e29_A,135,1.21,403,train
1a62,A,1a62_A,125,1.55,366,train
8ix6,A,8ix6_A,221,2.47,753,val
1r5x,A,1r5x_A,103,2.30,318,train
5xhb,A,5xhb_A,198,1.90,607,train
3gp6,A,3gp6_A,155,1.40,486,train
1kuu,A,1kuu_A,202,2.20,714,val
8xy4,A,8xy4_A,122,2.42,379,val
9ual,A,9ual_A,70,1.68,159,train
7ex9,A,7ex9_A,180,1.75,553,train
3fb9,A,3fb9_A,89,1.80,249,train
8amp,A,8amp_A,65,2.00,166,train
6j9k,A,6j9k_A,116,2.23,311,test
9jql,A,9jql_A,201,2.10,707,train
2pe8,A,2pe8_A,101,2.00,301,val
4z4p,A,4z4p_A,161,2.20,489,val
3ltc,A,3ltc_A,69,2.00,172,train
5ezc,A,5ezc_A,30,1.80,57,train
3qp4,A,3qp4_A,178,1.55,571,train
3gpn,A,3gpn_A,253,2.50,814,val
2ob5,A,2ob5_A,151,1.60,474,train
2o31,A,2o31_A,67,1.50,206,train
3bm7,A,3bm7_A,106,1.35,292,train
3u2b,C,3u2b_C,76,2.40,168,train
4tr3,A,4tr3_A,188,1.90,572,val
9kz1,A,9kz1_A,85,1.44,263,train
8t9s,A,8t9s_A,89,1.21,228,train
4rlr,A,4rlr_A,126,2.00,382,train
8in4,A,8in4_A,207,1.40,618,train
3v9o,A,3v9o_A,121,1.45,352,train
2f1l,A,2f1l_A,164,2.46,525,train
4c6s,A,4c6s_A,142,1.75,439,test
3dnx,A,3dnx_A,146,1.94,442,test
9vkd,A,9vkd_A,122,2.30,397,train
1cr4,A,1cr4_A,243,2.50,791,train
4hcj,A,4hcj_A,173,1.12,633,train
5ith,A,5ith_A,80,2.31,241,train
4cah,B,4cah_B,109,1.90,288,train
5b82,A,5b82_A,161,2.00,468,train
1qg2,A,1qg2_A,201,2.50,655,train
7qwd,A,7qwd_A,30,1.35,55,train
1ybz,A,1ybz_A,76,1.82,174,test
3byb,A,3byb_A,58,1.63,157,train
3dyr,A,3dyr_A,111,2.00,333,train
7cfe,A,7cfe_A,214,2.02,742,val
7yzv,A,7yzv_A,185,1.60,631,train
9kla,A,9kla_A,131,1.78,353,train
1omy,A,1omy_A,64,2.00,191,train
1f9m,A,1f9m_A,112,1.86,330,train
7vs2,A,7vs2_A,190,2.50,604,train
9dd4,A,9dd4_A,123,2.11,382,test
1o13,A,1o13_A,107,1.83,334,train
2qsa,A,2qsa_A,101,1.68,306,train
6t69,A,6t69_A,205,2.50,672,train
3jrt,A,3jrt_A,166,2.30,497,train
9h70,A,9h70_A,154,1.69,476,train
9mf1,A,9mf1_A,178,2.20,574,train
3gqs,A,3gqs_A,100,2.20,309,train
6h49,A,6h49_A,147,1.80,454,train
4ab0,A,4ab0_A,46,1.64,127,train
5h8d,A,5h8d_A,114,1.89,353,test
5zyw,A,5zyw_A,233,2.20,736,train
3k29,A,3k29_A,162,2.00,444,train
7z35,A,7z35_A,56,2.30,167,train
2ds7,A,2ds7_A,40,2.50,95,train
6max,A,6max_A,111,1.42,347,train
6al9,A,6al9_A,90,2.30,208,train
6ov9,A,6ov9_A,34,2.10,73,test
5fu5,A,5fu5_A,117,1.50,367,train
7kpo,A,7kpo_A,107,1.28,334,train
5ivo,A,5ivo_A,120,1.80,376,train
4dny,A,4dny_A,109,1.61,319,train
6zza,A,6zza_A,150,2.49,443,train
6nwb,A,6nwb_A,156,2.00,481,train
3hz7,A,3hz7_A,74,2.00,221,train
5uzn,A,5uzn_A,80,1.99,241,train
2fj8,A,2fj8_A,120,1.19,309,train
7o76,XXX,7o76_XXX,40,1.13,120,test
5jvu,A,5jvu_A,76,1.95,160,train
5tk6,A,5tk6_A,191,1.92,576,train
5i41,B,5i41_B,67,1.80,179,train
3ci9,A,3ci9_A,44,1.80,86,train
1mn3,A,1mn3_A,54,2.30,122,val
1wvh,A,1wvh_A,132,1.50,404,test
3f52,A,3f52_A,77,1.75,225,train
6lln,A,6lln_A,239,1.80,814,train
1zce,A,1zce_A,146,1.30,488,train
5tja,A,5tja_A,191,2.30,549,test
2wfo,A,2wfo_A,153,1.73,477,train
4bfc,A,4bfc_A,193,1.70,664,train
3ct8,A,3ct8_A,133,2.10,383,train
9nxi,A,9nxi_A,137,1.75,467,train
6jqs,A,6jqs_A,67,2.09,183,train
4p2f,A,4p2f_A,189,2.05,609,train
1pwa,A,1pwa_A,123,1.30,378,train
2v4x,A,2v4x_A,131,1.50,432,train
7x5t,A,7x5t_A,216,1.65,698,test
3r15,A,3r15_A,78,1.70,235,train
4gr6,A,4gr6_A,104,2.00,294,train
4lwd,A,4lwd_A,90,1.79,269,train
3htr,A,3htr_A,98,2.06,240,train
2vkj,A,2vkj_A,106,1.65,306,train
3vpi,A,3vpi_A,152,1.50,494,train
1vjf,A,1vjf_A,168,1.62,534,train
4xa7,A,4xa7_A,226,1.56,739,train
6rk1,A,6rk1_A,46,1.63,100,train
1zlm,A,1zlm_A,58,1.07,163,train
8wqn,A,8wqn_A,155,1.80,512,train
5e6n,A,5e6n_A,111,2.10,333,test
1vjq,A,1vjq_A,73,2.10,195,train
4j12,A,4j12_A,209,1.90,619,train
3c9p,A,3c9p_A,122,1.96,379,val
7z0r,A,7z0r_A,81,1.66,197,train
5vz3,A,5vz3_A,108,1.97,289,train
3tdq,A,3tdq_A,86,2.10,211,train
1zuh,A,1zuh_A,151,1.80,470,train
1ztd,A,1ztd_A,125,2.00,386,train
3ewr,A,3ewr_A,167,2.01,550,test
6s2z,A,6s2z_A,175,2.50,544,train
4pbo,A,4pbo_A,207,1.70,695,train
3iil,A,3iil_A,175,2.00,549,train
5c39,A,5c39_A,51,1.75,126,train
4zgf,A,4zgf_A,141,1.00,460,train
2ysk,A,2ysk_A,144,1.90,437,train
2yy0,A,2yy0_A,38,2.40,79,val
5m1q,A,5m1q_A,171,1.45,550,train
6nty,A,6nty_A,82,2.10,227,train
6osx,A,6osx_A,153,1.45,466,val
2cy1,A,2cy1_A,138,2.30,413,train
2h0u,A,2h0u_A,196,1.90,573,train
1wwb,X,1wwb_X,103,2.10,230,train
4ax2,A,4ax2_A,124,1.88,345,test
9mgs,A,9mgs_A,154,2.10,415,train
3hf0,A,3hf0_A,30,2.10,64,train
6qpk,A,6qpk_A,77,1.36,245,train
1sdo,A,1sdo_A,192,1.85,624,train
3e99,A,3e99_A,149,1.90,448,train
2yyo,A,2yyo_A,160,2.00,565,val
4kdd,A,4kdd_A,184,1.90,572,train
3gt2,A,3gt2_A,135,1.75,444,train
5hwf,A,5hwf_A,167,2.50,526,train
1o5j,A,1o5j_A,104,1.95,317,train
1wm3,A,1wm3_A,72,1.20,211,train
4hx0,A,4hx0_A,161,1.87,511,val
1jvw,A,1jvw_A,160,1.70,521,train
1mof,A,1mof_A,53,1.70,102,train
3dm8,A,3dm8_A,135,1.80,412,train
7lp1,A,7lp1_A,39,1.35,76,train
8sde,A,8sde_A,89,2.27,195,train
6q5s,A,6q5s_A,31,1.89,57,train
3fwu,A,3fwu_A,113,1.80,326,train
1tuk,A,1tuk_A,67,1.12,190,test
6l2l,A,6l2l_A,143,2.40,476,train
1tgj,A,1tgj_A,112,2.00,321,train
1ed1,A,1ed1_A,114,2.10,341,train
3s4l,A,3s4l_A,197,2.30,648,val
5m4v,A,5m4v_A,57,1.06,156,test
7v9f,A,7v9f_A,107,2.50,243,train
2h9c,A,2h9c_A,88,2.35,219,train
6l2u,A,6l2u_A,103,1.50,290,train
1j24,A,1j24_A,133,1.78,403,train
1z0p,A,1z0p_A,73,1.70,192,train
1ecm,A,1ecm_A,91,2.20,224,train
9c7z,A,9c7z_A,66,2.10,167,train
3wtr,A,3wtr_A,141,1.96,447,train
1wka,A,1wka_A,143,1.70,458,train
1edu,A,1edu_A,149,1.80,470,train
3cu3,A,3cu3_A,162,2.00,481,train
5nvj,A,5nvj_A,60,1.18,173,train
8kc4,A,8kc4_A,151,2.20,460,train
7ath,AAA,7ath_AAA,136,2.34,308,train
3g80,A,3g80_A,73,2.50,181,train
4n6u,A,4n6u_A,79,2.25,228,train
1nqy,A,1nqy_A,170,2.09,551,train
3vk6,A,3vk6_A,96,1.90,195,val
6fmx,A,6fmx_A,201,1.79,697,val
2y2y,A,2y2y_A,95,2.00,260,train
6h48,A,6h48_A,77,2.20,222,train
1g5r,A,1g5r_A,157,2.10,476,val
6gfb,A,6gfb_A,119,2.08,341,val
8vc8,A,8vc8_A,197,1.80,649,test
1tp6,A,1tp6_A,126,1.50,354,train
1zxk,A,1zxk_A,96,2.00,252,train
5cco,A,5cco_A,167,2.33,420,train
5eqz,A,5eqz_A,138,1.80,431,train
3kzx,A,3kzx_A,205,1.90,656,train
2j7j,A,2j7j_A,85,1.65,184,train
2pfs,A,2pfs_A,125,2.25,355,train
5nqn,A,5nqn_A,125,1.62,404,train
5ces,A,5ces_A,91,2.10,245,train
1lgq,A,1lgq_A,112,2.10,211,train
5dtc,A,5dtc_A,87,1.70,240,train
7w2p,A,7w2p_A,64,1.15,173,train
3gk6,A,3gk6_A,153,1.80,490,train
2y9g,A,2y9g_A,147,1.67,484,train
1dmg,A,1dmg_A,172,1.70,536,train
6tju,AAA,6tju_AAA,55,1.80,134,train
